id,canonical_name,primary_category,secondary_category,vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000
wall_concrete_block_coarse,"Concrete block, coarse",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,absorptive,0.33,0.32,acoustic_supplies,Concrete block (coarse),0.36,0.44,0.31,0.29,0.39,0.25,0.0
wall_concrete_block_painted,"Concrete block, painted",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0733,0.085,acoustic_supplies,Concrete block (painted),0.1,0.05,0.06,0.07,0.09,0.08,0.0
wall_concrete_poured_rough_unpainted,"Concrete, poured rough unpainted",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.06,0.09,acoustic_supplies,"Concrete (poured, rough, unpainted)",0.01,0.02,0.04,0.06,0.08,0.1,0.0
door_doors_solid_wood_panels,"Doors, solid wood panels",Door & Window,carpet_floor_absorber,door_panel,carpet_floor_absorber,reflective,0.0433,0.04,acoustic_supplies,Doors (solid wood panels),0.1,0.07,0.05,0.04,0.04,0.04,0.0
window_glass_6_mm_plate_large_pane,"Glass, 6 mm plate, large pane",Door & Window,carpet_floor_absorber,window_glass,carpet_floor_absorber,reflective,0.03,0.02,acoustic_supplies,"Glass (6 mm plate, large pane)",0.18,0.06,0.04,0.03,0.02,0.02,0.0
window_glass_small_pane,"Glass, small pane",Door & Window,carpet_floor_absorber,window_glass,carpet_floor_absorber,reflective,0.0267,0.02,acoustic_supplies,Glass (small pane),0.04,0.04,0.03,0.03,0.02,0.02,0.0
wall_plasterboard_12_mm_on_studs,"Plasterboard, 12 mm on studs",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.05,0.04,acoustic_supplies,Plasterboard (12 mm on studs),0.29,0.1,0.06,0.05,0.04,0.04,0.0
wall_plaster_gypsum_or_lime_on_masonry,"Plaster, gypsum or lime on masonry",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.03,0.045,acoustic_supplies,"Plaster (gypsum or lime, on masonry)",0.01,0.02,0.02,0.03,0.04,0.05,0.0
wall_plaster_gypsum_or_lime_on_wood_lath,"Plaster, gypsum or lime on wood lath",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.05,0.04,acoustic_supplies,"Plaster (gypsum or lime, on wood lath)",0.14,0.1,0.06,0.05,0.04,0.04,0.0
wall_plywood_3_mm_over_32_mm_airspace,"Plywood, 3 mm over 32 mm airspace",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0933,0.08,acoustic_supplies,Plywood (3 mm over 32 mm airspace),0.15,0.25,0.12,0.08,0.08,0.08,0.0
wall_plywood_3_mm_over_57_mm_airspace,"Plywood, 3 mm over 57 mm airspace",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0933,0.08,acoustic_supplies,Plywood (3 mm over 57 mm airspace),0.28,0.2,0.1,0.1,0.08,0.08,0.0
wall_plywood_5_mm_over_50_mm_airspace,"Plywood, 5 mm over 50 mm airspace",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1167,0.065,acoustic_supplies,Plywood (5 mm over 50 mm airspace),0.38,0.24,0.17,0.1,0.08,0.05,0.0
wall_plywood_5_mm_plus_25_mm_fiberglass_in_50_mm_airspace,"Plywood, 5 mm plus 25 mm fiberglass in 50 mm airspace",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1233,0.065,acoustic_supplies,Plywood (5 mm + 25 mm fiberglass in 50 mm airspace),0.42,0.36,0.19,0.1,0.08,0.05,0.0
wall_plywood_6_mm_airspace_light_bracing,"Plywood, 6 mm airspace light bracing",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1167,0.1,acoustic_supplies,"Plywood (6 mm, airspace, light bracing)",0.3,0.25,0.15,0.1,0.1,0.1,0.0
wall_plywood_10_mm_airspace_light_bracing,"Plywood, 10 mm airspace light bracing",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.12,0.105,acoustic_supplies,"Plywood (10 mm, airspace, light bracing)",0.28,0.22,0.17,0.09,0.1,0.11,0.0
wall_plywood_19_mm_airspace_light_bracing,"Plywood, 19 mm airspace light bracing",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1233,0.1,acoustic_supplies,"Plywood (19 mm, airspace, light bracing)",0.2,0.18,0.15,0.12,0.1,0.1,0.0
curtain_drapery_10_oz_per_yd2_flat,"Drapery, 10 oz per yd2 flat",Fabric & Soft Material,fabric_textile_absorber,curtain_blind_textile,fabric_textile_absorber,semi_reflective,0.1967,0.325,acoustic_supplies,"Drapery (10 oz/yd², flat)",0.04,0.05,0.11,0.18,0.3,0.35,0.0
curtain_drapery_14_oz_per_yd2_flat,"Drapery, 14 oz per yd2 flat",Fabric & Soft Material,fabric_textile_absorber,curtain_blind_textile,fabric_textile_absorber,semi_reflective,0.2233,0.335,acoustic_supplies,"Drapery (14 oz/yd², flat)",0.05,0.07,0.13,0.22,0.32,0.35,0.0
curtain_drapery_18_oz_per_yd2_flat,"Drapery, 18 oz per yd2 flat",Fabric & Soft Material,fabric_textile_absorber,curtain_blind_textile,fabric_textile_absorber,absorptive,0.4033,0.37,acoustic_supplies,"Drapery (18 oz/yd², flat)",0.05,0.12,0.35,0.48,0.38,0.36,0.0
curtain_drapery_14_oz_per_yd2_pleated_50_percent,"Drapery, 14 oz per yd2 pleated 50 percent",Fabric & Soft Material,fabric_textile_absorber,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.6467,0.65,acoustic_supplies,"Drapery (14 oz/yd², pleated 50%)",0.07,0.31,0.49,0.75,0.7,0.6,0.0
curtain_drapery_18_oz_per_yd2_pleated_50_percent,"Drapery, 18 oz per yd2 pleated 50 percent",Fabric & Soft Material,fabric_textile_absorber,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.66,0.65,acoustic_supplies,"Drapery (18 oz/yd², pleated 50%)",0.14,0.35,0.53,0.75,0.7,0.6,0.0
panel_fiberglass_board_25_mm,"Fiberglass board, 25 mm",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.8333,0.965,acoustic_supplies,Fiberglass board (25 mm),0.06,0.2,0.65,0.9,0.95,0.98,0.0
panel_fiberglass_board_50_mm,"Fiberglass board, 50 mm",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.99,0.99,acoustic_supplies,Fiberglass board (50 mm),0.18,0.76,0.99,0.99,0.99,0.99,0.0
panel_fiberglass_board_75_mm,"Fiberglass board, 75 mm",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.99,0.99,acoustic_supplies,Fiberglass board (75 mm),0.53,0.99,0.99,0.99,0.99,0.99,0.0
panel_fiberglass_board_100_mm,"Fiberglass board, 100 mm",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.99,0.98,acoustic_supplies,Fiberglass board (100 mm),0.99,0.99,0.99,0.99,0.99,0.97,0.0
wall_open_brick_pattern_over_75_mm_fiberglass,Open brick pattern over 75 mm fiberglass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.75,0.625,acoustic_supplies,Open brick pattern over 75 mm fiberglass,0.4,0.65,0.85,0.75,0.65,0.6,0.0
panel_pegboard_over_25_mm_fiberglass,Pegboard over 25 mm fiberglass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.6967,0.23,acoustic_supplies,Pegboard over 25 mm fiberglass,0.08,0.32,0.99,0.76,0.34,0.12,0.0
panel_pegboard_over_50_mm_fiberglass,Pegboard over 50 mm fiberglass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.6633,0.24,acoustic_supplies,Pegboard over 50 mm fiberglass,0.26,0.97,0.99,0.66,0.34,0.14,0.0
panel_pegboard_over_75_mm_fiberglass,Pegboard over 75 mm fiberglass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.6833,0.26,acoustic_supplies,Pegboard over 75 mm fiberglass,0.49,0.99,0.99,0.69,0.37,0.15,0.0
panel_perforated_metal_13_percent_open_over_50_mm_fiberglass,"Perforated metal, 13 percent open, over 50 mm fiberglass",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.9467,0.9,acoustic_supplies,Perforated metal (13% open) over 50 mm fiberglass,0.25,0.64,0.99,0.97,0.88,0.92,0.0
ceiling_plasterboard_12_mm_in_suspended_grid,"Plasterboard, 12 mm in suspended grid",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,reflective,0.05,0.075,acoustic_supplies,Plasterboard (12 mm in suspended grid),0.15,0.11,0.04,0.04,0.07,0.08,0.0
ceiling_underlay_in_perforated_metal_panels_25_mm_batts,"Underlay in perforated metal panels, 25 mm batts",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.7467,0.845,acoustic_supplies,Underlay in perforated metal panels (25 mm batts),0.51,0.78,0.57,0.77,0.9,0.79,0.0
ceiling_metal_deck_perforated_channels_25_mm_batts,"Metal deck, perforated channels, 25 mm batts",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.7967,0.395,acoustic_supplies,"Metal deck (perforated channels, 25 mm batts)",0.19,0.69,0.99,0.88,0.52,0.27,0.0
ceiling_metal_deck_perforated_channels_75_mm_batts,"Metal deck, perforated channels, 75 mm batts",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.8,0.415,acoustic_supplies,"Metal deck (perforated channels, 75 mm batts)",0.73,0.99,0.99,0.89,0.52,0.31,0.0
ceiling_plaster_gypsum_or_lime_on_masonry,"Plaster, gypsum or lime on masonry",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,reflective,0.03,0.045,acoustic_supplies,"Plaster (gypsum or lime, on masonry)",0.01,0.02,0.02,0.03,0.04,0.05,0.0
ceiling_plaster_gypsum_or_lime_rough_finish_or_timber_lath,"Plaster, gypsum or lime, rough finish or timber lath",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,reflective,0.05,0.04,acoustic_supplies,"Plaster (gypsum or lime, rough finish or timber lath)",0.14,0.1,0.06,0.05,0.04,0.04,0.0
ceiling_sprayed_cellulose_fibre_16_mm_on_solid_backing,"Sprayed cellulose fibre, 16 mm on solid backing",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.71,0.905,acoustic_supplies,Sprayed cellulose fibre (16 mm on solid backing),0.05,0.16,0.44,0.79,0.9,0.91,0.0
ceiling_sprayed_cellulose_fibre_25_mm_on_solid_backing,"Sprayed cellulose fibre, 25 mm on solid backing",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.8867,0.845,acoustic_supplies,Sprayed cellulose fibre (25 mm on solid backing),0.08,0.29,0.75,0.98,0.93,0.76,0.0
ceiling_sprayed_cellulose_fibre_25_mm_on_timber_lath,"Sprayed cellulose fibre, 25 mm on timber lath",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,1.06,1.04,acoustic_supplies,Sprayed cellulose fibre (25 mm on timber lath),0.47,0.9,1.0,1.0,1.0,1.0,0.0
ceiling_sprayed_cellulose_fibre_32_mm_on_solid_backing,"Sprayed cellulose fibre, 32 mm on solid backing",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.8767,0.98,acoustic_supplies,Sprayed cellulose fibre (32 mm on solid backing),0.1,0.3,0.73,0.92,0.98,0.98,0.0
ceiling_sprayed_cellulose_fibre_75_mm_on_solid_backing,"Sprayed cellulose fibre, 75 mm on solid backing",Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.9,0.875,acoustic_supplies,Sprayed cellulose fibre (75 mm on solid backing),0.7,0.95,1.0,0.85,0.85,0.9,0.0
ceiling_wood_tongue_and_groove_roof_decking,Wood tongue-and-groove roof decking,Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,semi_reflective,0.1167,0.115,acoustic_supplies,Wood tongue-and-groove roof decking,0.24,0.19,0.14,0.08,0.13,0.1,0.0
human_people_adults_per_0_1_person,"People, adults per 0.1 person",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,absorptive,0.46,0.5,acoustic_supplies,People – adults (per 0.1 person),0.25,0.35,0.42,0.46,0.5,0.5,0.0
human_people_high_school_students_per_0_1_person,"People, high school students per 0.1 person",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,absorptive,0.4167,0.45,acoustic_supplies,People – high school students (per 0.1 person),0.22,0.3,0.38,0.42,0.45,0.45,0.0
human_people_elementary_students_per_0_1_person,"People, elementary students per 0.1 person",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,absorptive,0.3167,0.35,acoustic_supplies,People – elementary students (per 0.1 person),0.18,0.23,0.28,0.32,0.35,0.35,0.0
vent_ventilating_grilles,Ventilating grilles,Acoustic Treatment,misc_unknown,acoustic_treatment,misc_unknown,absorptive,0.5,0.45,acoustic_supplies,Ventilating grilles,0.3,0.4,0.5,0.5,0.5,0.4,0.0
surface_water_or_ice_surface,Water or ice surface,Outdoor Object,natural_outdoor_surface,plant_outdoor_ground,natural_outdoor_surface,reflective,0.016,0.0225,acoustic_supplies,Water or ice surface,0.008,0.008,0.013,0.015,0.02,0.025,0.0
ss_default,default unknown material,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1,0.1,soundspaces,default,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ss_acoustic_tile,acoustic ceiling tile,Ceiling,carpet_floor_absorber,ceiling,carpet_floor_absorber,highly_absorptive,0.6667,0.6,soundspaces,acousticTile,0.5,0.7,0.6,0.7,0.7,0.5,0.0
ss_brick,brick,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.04,0.06,soundspaces,brick,0.02,0.02,0.03,0.04,0.05,0.07,0.0
ss_brick_painted,painted brick,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.02,0.025,soundspaces,brickPainted,0.01,0.01,0.02,0.02,0.02,0.03,0.0
ss_carpet,carpet,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.25,0.55,soundspaces,carpet,0.01,0.05,0.1,0.2,0.45,0.65,0.0
ss_carpet_heavy,heavy carpet,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,absorptive,0.33,0.555,soundspaces,carpetHeavy,0.02,0.06,0.14,0.37,0.48,0.63,0.0
ss_carpet_heavy_padded,heavy padded carpet,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.6567,0.72,soundspaces,carpetHeavyPadded,0.08,0.24,0.57,0.69,0.71,0.73,0.0
ss_ceramic_tile,ceramic tile,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0133,0.02,soundspaces,ceramicTile,0.01,0.01,0.01,0.01,0.02,0.02,0.0
ss_concrete,concrete,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0167,0.02,soundspaces,concrete,0.01,0.01,0.01,0.02,0.02,0.02,0.0
ss_concrete_rough,rough concrete,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.06,0.09,soundspaces,concreteRough,0.01,0.02,0.04,0.06,0.08,0.1,0.0
ss_concrete_block,concrete block,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,absorptive,0.33,0.3,soundspaces,concreteBlock,0.36,0.44,0.31,0.29,0.39,0.21,0.0
ss_concrete_block_painted,painted concrete block,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0733,0.085,soundspaces,concreteBlockPainted,0.1,0.05,0.06,0.07,0.09,0.08,0.0
ss_curtain,curtain or fabric absorber,Fabric & Soft Material,fabric_textile_absorber,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.6467,0.65,soundspaces,curtain,0.07,0.31,0.49,0.75,0.7,0.6,0.0
ss_foliage,foliage,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1833,0.29,soundspaces,foliage,0.03,0.06,0.11,0.17,0.27,0.31,0.0
ss_glass,glass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,semi_reflective,0.1233,0.06,soundspaces,glass,0.35,0.25,0.18,0.12,0.07,0.05,0.0
ss_glass_heavy,heavy glass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.03,0.02,soundspaces,glassHeavy,0.18,0.06,0.04,0.03,0.02,0.02,0.0
ss_grass,grass,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.7367,0.955,soundspaces,grass,0.11,0.26,0.6,0.69,0.92,0.99,0.0
ss_gravel,gravel,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.7,0.775,soundspaces,gravel,0.25,0.6,0.65,0.7,0.75,0.8,0.0
ss_gypsum_board,gypsum board,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0533,0.08,soundspaces,gypsumBoard,0.29,0.1,0.05,0.04,0.07,0.09,0.0
ss_plaster_on_brick,plaster on brick,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.03,0.045,soundspaces,plasterOnBrick,0.01,0.02,0.02,0.03,0.04,0.05,0.0
ss_plaster_on_concrete_block,plaster on concrete block,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0567,0.045,soundspaces,plasterOnConcreteBlock,0.12,0.09,0.07,0.05,0.05,0.04,0.0
ss_soil,soil,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,absorptive,0.5167,0.6,soundspaces,soil,0.15,0.25,0.4,0.55,0.6,0.6,0.0
ss_sound_proof,sound proof absorber,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,1.0,1.0,soundspaces,soundProof,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ss_snow,snow,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,highly_absorptive,0.9333,0.95,soundspaces,snow,0.45,0.75,0.9,0.95,0.95,0.95,0.0
ss_steel,steel,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.09,0.045,soundspaces,steel,0.05,0.1,0.1,0.1,0.07,0.02,0.0
ss_water,water,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0167,0.025,soundspaces,water,0.01,0.01,0.01,0.02,0.02,0.03,0.0
ss_wood_floor,wood floor,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0767,0.065,soundspaces,woodFloor,0.15,0.11,0.1,0.07,0.06,0.07,0.0
ss_wood_on_concrete,wood on concrete,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.0633,0.065,soundspaces,woodOnConcrete,0.04,0.04,0.07,0.06,0.06,0.07,0.0
ss_wood_thin,thin wood,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.08,0.06,soundspaces,woodThin,0.42,0.21,0.1,0.08,0.06,0.06,0.0
ss_wood_thick,thick wood,Floor,carpet_floor_absorber,floor,carpet_floor_absorber,reflective,0.07,0.055,soundspaces,woodThick,0.19,0.14,0.09,0.06,0.06,0.05,0.0
odeon_mineral_wool_ecophon_ecophon_access_a_f4e1f3,Ecophon - Access A - Absorption class: A,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9167,0.85,odeon,Access A,0.5,0.85,0.95,0.9,0.9,0.8,0.0
odeon_mineral_wool_ecophon_ecophon_access_c_642c82,Ecophon - Access C - Absorption class: A,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.8833,0.95,odeon,Access C,0.45,0.8,0.85,0.85,0.95,0.95,0.0
odeon_mineral_wool_ecophon_ecophon_access_e_b60095,Ecophon - Access E - Absorption class: A,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9,0.925,odeon,Access E,0.4,0.85,0.9,0.85,0.95,0.9,0.0
odeon_mineral_wool_ecophon_ecophon_advance_baffles_oriented_in_rectang_8e7daf,Ecophon - Advance Baffles: oriented in rectangles 40mm - Configuration: 600 mm mounting depth - Absorption class: C,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.75,0.8,odeon,Advance Baffles: oriented in rectangles 40mm,0.35,0.35,0.6,0.8,0.85,0.75,0.0
odeon_mineral_wool_ecophon_ecophon_advance_baffles_oriented_in_row_40m_ae50a4,Ecophon - Advance Baffles oriented in row 40mm - Configuration: 600 mm mounting depth - Absorption class: D,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.75,0.775,odeon,Advance Baffles oriented in row 40mm,0.25,0.3,0.55,0.85,0.85,0.7,0.0
odeon_mineral_wool_ecophon_ecophon_advance_wall_40_mm_27c504,Ecophon - Advance Wall 40 mm - Configuration: 54 mm mounting depth - Absorption class: B,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9333,0.775,odeon,Advance Wall 40 mm,0.2,0.65,0.95,0.95,0.9,0.65,0.0
odeon_mineral_wool_ecophon_ecophon_advance_wall_40_mm_dd4356,Ecophon - Advance Wall 40 mm - Configuration: 80 mm mounting depth - Absorption class: B,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9167,0.775,odeon,Advance Wall 40 mm,0.25,0.75,0.9,0.95,0.9,0.65,0.0
odeon_mineral_wool_ecophon_ecophon_advantage_a_15_mm_2e668b,Ecophon - Advantage A 15 mm - Configuration: 200 mm overall depth of construction - Absorption class: A,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9667,1.0,odeon,Advantage A 15 mm,0.4,0.85,1.0,0.9,1.0,1.0,0.0
odeon_mineral_wool_ecophon_ecophon_advantage_a_15_mm_e47ff7,Ecophon - Advantage A 15 mm - Configuration: 50 mm overall depth of construction - Absorption class: C,Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9333,1.0,odeon,Advantage A 15 mm,0.1,0.35,0.8,1.0,1.0,1.0,0.0
